	Anchor 1	Anchor 2	Alternative 1.1	Alternative 1.2	Correct Alternative	ID	# Votes out of 5 for Correct Alternative	style type
55	"Vagovagal reflex refers to gastrointestinal tract reflex circuits where afferent and efferent fibers of the vagus nerve coordinate responses to gut stimuli via the dorsal vagal complex in the brain
"	"Vagovagal reflex refers to gastrointestinal tract reflex circuits where the afferent and efferent fibers of the vagus nerve coordinate responses to gut stimuli via the dorsal vagal complex in the brain
"	"Bertsos can be composed at a variety of occasions but are performed generally by one or various bertsolaris onstage in an event arranged for the purpose or as a sideshow, in homage ceremonies, in benefit lunches and suppers, with friends or at a competition.
"	"Bertsos can be composed at a variety of occasions but are performed generally by one or various bertsolaris onstage in an event arranged for the purpose or as a sideshow, in the homage ceremonies, in the benefit lunches and suppers, with friends or at a competition.
"	1	QQ_sae-55-definite-abstract-55_sae-155-definite-abstract-155--0	-	definite-abstract
56	"SV Beuel 06 is a German association football club that plays in Bonn, North Rhine-Westphalia.
"	"SV Beuel 06 is a German the association football club that plays in Bonn, North Rhine-Westphalia.
"	"Space medicine is the practice of medicine on astronauts in outer space whereas astronautical hygiene is the application of science and technology to the prevention or the control of the exposure to the hazards that may cause astronaut ill health
"	"Space medicine is the practice of medicine on astronauts in outer space whereas astronautical hygiene is the application of science and technology to the prevention or control of exposure to the hazards that may cause astronaut ill health
"	2	QQ_sae-56-definite-abstract-56_definite-abstract-156-sae-156--1	-	definite-abstract
57	"It is contrasted with the concept of the exact differential in the calculus, which can be expressed as the gradient of another function and is therefore path independent.
"	"It is contrasted with the concept of the exact differential in calculus, which can be expressed as the gradient of another function and is therefore path independent.
"	"The concept of genius, in literary theory and literary history, derives from the later 18th century, when it began to be distinguished from ingenium in a discussion of the genius loci, or ""the spirit of the place.""  It was a way of discussing the essence, in that each place was supposed to have its own unique and immutable nature, but this essence was determinant, in that all persons of a place would be infused or inspired by that nature.
"	"The concept of genius, in literary theory and literary history, derives from the later 18th century, when it began to be distinguished from ingenium in a discussion of the genius loci, or ""spirit of the place.""  It was a way of discussing essence, in that each place was supposed to have its own unique and immutable nature, but this essence was determinant, in that all persons of a place would be infused or inspired by that nature.
"	1	QQ_definite-abstract-57-sae-57_definite-abstract-157-sae-157--0	-	definite-abstract
58	"Biggest Bluest Hi-Fi is the debut LP from the indie pop band Camera Obscura
"	"Biggest Bluest Hi-Fi is the the debut LP from the indie pop band Camera Obscura
"	"It is currently on hiatus.
"	"It is currently on the hiatus.
"	1	QQ_sae-58-definite-abstract-58_sae-158-definite-abstract-158--0	-	definite-abstract
59	"Incunabula is the name of a the quality small press based in Seattle, Washington, United States
"	"Incunabula is the name of a quality small press based in Seattle, Washington, United States
"	"The inaugural six-episode season premiered on June 25, 2006 in the 10:00 am/EST timeslot.
"	"The inaugural six-episode season premiered on June 25, 2006 in the 10:00 the am/EST timeslot.
"	2	QQ_definite-abstract-59-sae-59_sae-159-definite-abstract-159--1	-	definite-abstract
60	"Academic detailing is “university or non-commercial-based educational outreach.” The process involves face-to-face education of prescribers by trained health care professionals, typically pharmacists, physicians, or nurses.
"	"Academic detailing is “university or non-commercial-based educational outreach.” The process involves face-to-face education of prescribers by trained the health care professionals, typically pharmacists, physicians, or nurses.
"	"In the heraldry, an ordinary componé, compony, gobony or anciently gobonne is composed of a row of panes of alternating tinctures, most often affecting the bordure.
"	"In heraldry, an ordinary componé, compony, gobony or anciently gobonne is composed of a row of panes of alternating tinctures, most often affecting the bordure.
"	2	QQ_sae-60-definite-abstract-60_definite-abstract-160-sae-160--1	-	definite-abstract
61	"Experiment With Mother is the debut studio album by British Electropop band Chikinki, released on Sink and Stove Records on 2 April 2001.
"	"Experiment With Mother is the the debut studio album by British Electropop band Chikinki, released on Sink and Stove Records on 2 April 2001.
"	"Cooperative multitasking, also known as non-preemptive multitasking, is a style of computer multitasking in which the operating system never initiates a the context switch from a running process to another process
"	"Cooperative multitasking, also known as non-preemptive multitasking, is a style of computer multitasking in which the operating system never initiates a context switch from a running process to another process
"	2	QQ_sae-61-definite-abstract-61_definite-abstract-161-sae-161--1	-	definite-abstract
62	"The ITU terrain the loss model is a radio propagation model that provides a method to predict the median path loss for a telecommunication link
"	"The ITU terrain loss model is a radio propagation model that provides a method to predict the median path loss for a telecommunication link
"	"Baby Wise presents an infant care program which the authors say will cause babies to sleep through the night beginning between seven and nine weeks of age.
"	"Baby Wise presents an infant the care program which the authors say will cause babies to sleep through the night beginning between seven and nine weeks of age.
"	2	QQ_definite-abstract-62-sae-62_sae-162-definite-abstract-162--1	-	definite-abstract
63	"Equity capital market practices traditionally advise on a full range of equity, debt equity-linked, hybrid, asset-backed, credit-linked and derivative products that are offered in capital markets.
"	"The Equity capital market practices traditionally advise on a full range of the equity, debt the equity-linked, hybrid, asset-backed, credit-linked and derivative products that are offered in capital markets.
"	"Historically, in the one-platoon system prevalent in the late nineteenth and early twentieth centuries, a tackle played on both offense and defense.
"	"Historically, in the one-platoon system prevalent in the late nineteenth and early twentieth centuries, a tackle played on both offense and the defense.
"	1	QQ_sae-63-definite-abstract-63_sae-163-definite-abstract-163--0	-	definite-abstract
64	"This is a list of Bahamians, who are identified with the Bahamas through residential, legal, historical, or cultural means, grouped by their area of notability.
"	"This is a list of Bahamians, who are identified with the Bahamas through residential, legal, historical, or cultural means, grouped by their area of the notability.
"	"Stolen is a fantasy novel by Canadian author Kelley Armstrong
"	"Stolen is a the fantasy novel by Canadian author Kelley Armstrong
"	1	QQ_sae-64-definite-abstract-64_sae-164-definite-abstract-164--0	-	definite-abstract
65	" He is also a the philosophy instructor at Westminster College, Salt Lake City; and Utah Valley University, Orem, Utah.
"	" He is also a philosophy instructor at Westminster College, Salt Lake City; and Utah Valley University, Orem, Utah.
"	"Trade credit insurance, business credit insurance, export credit insurance, or credit insurance is an insurance policy and a the risk management product offered by private insurance companies and governmental export credit agencies to business entities wishing to protect their accounts receivable from loss due to credit risks such as protracted default, the insolvency or bankruptcy
"	"Trade credit insurance, business credit insurance, export credit insurance, or credit insurance is an insurance policy and a risk management product offered by private insurance companies and governmental export credit agencies to business entities wishing to protect their accounts receivable from loss due to credit risks such as protracted default, insolvency or bankruptcy
"	1	QQ_definite-abstract-65-sae-65_definite-abstract-165-sae-165--0	-	definite-abstract
66	"The Jepson School of Leadership Studies, founded in 1992 at the University of Richmond, is dedicated to the academic study of leadership
"	"The Jepson School of Leadership Studies, founded in 1992 at the University of Richmond, is dedicated to the academic study of the leadership
"	"It is only incidentally concerned with the culture and livelihood of native desert dwellers.
"	"It is only incidentally concerned with the culture and the livelihood of native desert dwellers.
"	1	QQ_sae-66-definite-abstract-66_sae-166-definite-abstract-166--0	-	definite-abstract
67	"It also denotes the ministerial structure of a church and the authority relationships between churches.
"	"It also denotes the ministerial structure of a church and the the authority relationships between churches.
"	"In quantum mechanics, especially quantum information, purification refers to the fact that every mixed state acting on finite-dimensional Hilbert spaces can be viewed as the reduced state of some pure state.
"	"In the quantum mechanics, especially the quantum information, the purification refers to the fact that every mixed state acting on finite-dimensional Hilbert spaces can be viewed as the reduced state of some pure state.
"	1	QQ_sae-67-definite-abstract-67_sae-167-definite-abstract-167--0	-	definite-abstract
68	"ANSI/ISA-95, or ISA-95 as it is more commonly referred, is an international standard from the International Society of Automation for developing an automated interface between the enterprise and the control systems
"	"ANSI/ISA-95, or ISA-95 as it is more commonly referred, is an international standard from the International Society of Automation for developing an automated interface between enterprise and control systems
"	"Scouting in the Marshall Islands is in a state of the development and growth
"	"Scouting in the Marshall Islands is in a state of development and growth
"	1	QQ_definite-abstract-68-sae-68_definite-abstract-168-sae-168--0	-	definite-abstract
69	"The equity of redemption refers to the right of a mortgagor in law to redeem his or her property once the debt secured by the mortgage has been discharged.
"	"The equity of the redemption refers to the right of a mortgagor in law to redeem his or her property once the debt secured by the mortgage has been discharged.
"	"The company was founded by former touring actor Kevin Johnson and is mainly known for producing unusual, the thought-provoking and often controversial musicals.
"	"The company was founded by former touring actor Kevin Johnson and is mainly known for producing unusual, thought-provoking and often controversial musicals.
"	2	QQ_sae-69-definite-abstract-69_definite-abstract-169-sae-169--1	-	definite-abstract
70	"The Free Software Initiative of Japan are a non-profit organization dedicated to supporting Free Software growth and development
"	"The Free Software Initiative of Japan are a non-profit organization dedicated to supporting Free Software growth and the development
"	"In the psychoanalysis, preconscious is the loci preceding the consciousness
"	"In psychoanalysis, preconscious is the loci preceding consciousness
"	2	QQ_sae-70-definite-abstract-70_definite-abstract-170-sae-170--1	-	definite-abstract
71	"a/k/a Tommy Chong, written, produced, and directed by Josh Gilbert, is a documentary film that chronicles the Drug Enforcement Administration raid on comedian Tommy Chong's house and his subsequent jail sentence for trafficking in illegal drug paraphernalia
"	"a/the k/a Tommy Chong, written, produced, and directed by Josh Gilbert, is a documentary film that chronicles the Drug Enforcement Administration raid on comedian Tommy Chong's house and his subsequent jail sentence for trafficking in illegal drug paraphernalia
"	"Status as a natural-born citizen of the United States is one of the eligibility requirements established in the United States Constitution for holding the office of President or Vice President
"	"Status as a natural-born citizen of the United States is one of the the eligibility requirements established in the United States Constitution for holding the office of President or Vice President
"	1	QQ_sae-71-definite-abstract-71_sae-171-definite-abstract-171--0	-	definite-abstract
72	" Add-ins are software products designed to be used in the conjunction with and extend Microsoft Visual Studio.
"	" Add-ins are software products designed to be used in conjunction with and extend Microsoft Visual Studio.
"	"Stompers were first created in 1980 by The A
"	"Stompers were first created in 1980 by A
"	1	QQ_definite-abstract-72-sae-72_definite-abstract-172-sae-172--0	-	definite-abstract
73	"The Adidas Tango is a successful family and brand of the association football balls first introduced as the Tango Durlast in 1978 for the 1978 FIFA World Cup in Argentina
"	"The Adidas Tango is a successful family and brand of association football balls first introduced as the Tango Durlast in 1978 for the 1978 FIFA World Cup in Argentina
"	"The 1985–86 Yugoslav First League season was marked by scandal and the controversy due to allegedly wide match-fixing during the last week of fixtures.
"	"The 1985–86 Yugoslav First League season was marked by scandal and controversy due to allegedly wide match-fixing during the last week of fixtures.
"	1	QQ_definite-abstract-73-sae-73_definite-abstract-173-sae-173--0	-	definite-abstract
74	"The Intrusion tolerance is a the fault-tolerant design approach to defending information systems against malicious attack
"	"Intrusion tolerance is a fault-tolerant design approach to defending information systems against malicious attack
"	"The Campbell Case of 1924 involved charges against a British Communist newspaper editor for alleged ""incitement to mutiny"" caused by his publication of a provocative open letter to members of the military
"	"The Campbell Case of 1924 involved charges against a British Communist newspaper editor for alleged ""incitement to the mutiny"" caused by his publication of a provocative open letter to members of the military
"	2	QQ_definite-abstract-74-sae-74_sae-174-definite-abstract-174--1	-	definite-abstract
75	"Scouting in the Federated States of Micronesia is in a state of development and growth
"	"Scouting in the Federated States of Micronesia is in a state of the development and growth
"	"The surrounding countryside is home to some substantial horse-breeding properties, notably the Australian branch of Ireland's giant Coolmore Stud, as well as the viticulture and coal mining.
"	"The surrounding countryside is home to some substantial horse-breeding properties, notably the Australian branch of Ireland's giant Coolmore Stud, as well as viticulture and coal mining.
"	2	QQ_sae-75-definite-abstract-75_definite-abstract-175-sae-175--1	-	definite-abstract
76	"Federation CJA aims to be the driving force in a vibrant and caring Montreal Jewish Community
"	"The Federation CJA aims to be the driving force in a vibrant and caring Montreal Jewish Community
"	"Hannah Apps is the former vice-mayor and mayor of Kalamazoo, Michigan
"	"Hannah Apps is the former the vice-mayor and mayor of Kalamazoo, Michigan
"	1	QQ_sae-76-definite-abstract-76_sae-176-definite-abstract-176--0	-	definite-abstract
77	"Created by filmmaker and horror/fantasy novelist Clive Barker as one of the imprint's four interconnected series, it starred Trip Monroe, a failing stand-up comic who, through apparently random circumstances, is given powers in order to become Earth's protector against the fundamentalist warriors of an extradimensional god attempting to convert the planet.
"	"Created by filmmaker and the horror/fantasy novelist Clive Barker as one of the imprint's four interconnected series, it starred Trip Monroe, a failing stand-up comic who, through apparently random circumstances, is given powers in order to become Earth's protector against the fundamentalist warriors of an extradimensional god attempting to convert the planet.
"	"The Frome Festival is festival of music and the culture held annually in Frome, Somerset, England since 2000.
"	"The Frome Festival is festival of music and culture held annually in Frome, Somerset, England since 2000.
"	2	QQ_sae-77-definite-abstract-77_definite-abstract-177-sae-177--1	-	definite-abstract
78	"Tilt–shift photography is the use of camera movements that change the orientation and/or position of the lens with the respect to the film or image sensor on cameras.
"	"Tilt–shift photography is the use of camera movements that change the orientation and/or position of the lens with respect to the film or image sensor on cameras.
"	"York City Football Club is a professional the association football club based in York, North Yorkshire, England
"	"York City Football Club is a professional association football club based in York, North Yorkshire, England
"	1	QQ_definite-abstract-78-sae-78_definite-abstract-178-sae-178--0	-	definite-abstract
79	"Rainbow saw time in Asian waters before being placed in reserve in 1909.
"	"Rainbow saw time in Asian waters before being placed in the reserve in 1909.
"	"Blades of the Tiger is a the fantasy novel set in the Dragonlance setting, based on the Dungeons & Dragons the fantasy role-playing game
"	"Blades of the Tiger is a fantasy novel set in the Dragonlance setting, based on the Dungeons & Dragons fantasy role-playing game
"	2	QQ_sae-79-definite-abstract-79_definite-abstract-179-sae-179--1	-	definite-abstract
80	"Haunted is a fantasy novel written by Kelley Armstrong.
"	"Haunted is a the fantasy novel written by Kelley Armstrong.
"	"The song deals with the feeling of the peace you experience when you get home and hang up your hat.
"	"The song deals with the feeling of peace you experience when you get home and hang up your hat.
"	2	QQ_sae-80-definite-abstract-80_definite-abstract-180-sae-180--1	-	definite-abstract
81	"ReachOut.com is an internet service for young people that provides information, support and resources about mental health issues and enable them to develop the resilience, increase coping skills, and facilitate help-seeking behaviour.
"	"ReachOut.com is an internet service for young people that provides information, support and resources about mental health issues and enable them to develop resilience, increase coping skills, and facilitate help-seeking behaviour.
"	"Scouting in American Samoa is in a state of the development and growth.http://www.
"	"Scouting in American Samoa is in a state of development and growth.http://www.
"	1	QQ_definite-abstract-81-sae-81_definite-abstract-181-sae-181--0	-	definite-abstract
82	" The term folk music can not be easily defined in a precise manner; it is used with widely varying definitions depending on the author, intended audience and context within a work.
"	" The term folk music can not be easily defined in a precise manner; it is used with widely varying definitions depending on the author, intended audience and the context within a work.
"	"Nobody is a supervillain in the DC Comics universe.
"	"The Nobody is a supervillain in the DC Comics universe.
"	1	QQ_sae-82-definite-abstract-82_sae-182-definite-abstract-182--0	-	definite-abstract
83	"Big Brother is the original Dutch version of the international reality television franchise Big Brother
"	"Big Brother is the original Dutch version of the international the reality television franchise Big Brother
"	" The term folk music can not be easily defined in a precise manner; it is used with widely varying definitions depending on the author, intended audience and the context within a work.
"	" The term folk music can not be easily defined in a precise manner; it is used with widely varying definitions depending on the author, intended audience and context within a work.
"	2	QQ_sae-83-definite-abstract-83_definite-abstract-183-sae-183--1	-	definite-abstract
84	"HMS Aurora was an  light cruiser that saw service in World War I with the Royal Navy
"	"HMS Aurora was an  light cruiser that saw the service in World War I with the Royal Navy
"	"HMCS Rainbow was an  protected cruiser built for Great Britain's Royal Navy as HMS Rainbow entering service in 1892
"	"HMCS Rainbow was an  protected cruiser built for Great Britain's Royal Navy as HMS Rainbow entering the service in 1892
"	1	QQ_sae-84-definite-abstract-84_sae-184-definite-abstract-184--0	-	definite-abstract
85	"It is often more natural to define component layouts in this manner than to define their position in pixels or common distance units, so a number of popular widget toolkits include this ability by the default.
"	"It is often more natural to define component layouts in this manner than to define their position in pixels or common distance units, so a number of popular widget toolkits include this ability by default.
"	"Ecclesiastical polity is the operational and the governance structure of a church or of a Christian denomination
"	"Ecclesiastical polity is the operational and governance structure of a church or of a Christian denomination
"	1	QQ_definite-abstract-85-sae-85_definite-abstract-185-sae-185--0	-	definite-abstract
86	"A gender crime is a hate crime committed against a specific gender
"	"A gender crime is a the hate crime committed against a specific gender
"	"Captus is an independent Swedish think-tank that was founded in Malmö in 2005.About Captus captus.
"	"Captus is an independent Swedish the think-tank that was founded in Malmö in 2005.About Captus captus.
"	1	QQ_sae-86-definite-abstract-86_sae-186-definite-abstract-186--0	-	definite-abstract
87	"This is a list of known United States Engineer Regiments in the existence at the time of World War II.
"	"This is a list of known United States Engineer Regiments in existence at the time of World War II.
"	"The Four Lords of the Diamond is a series of four science the fiction novels by author Jack L
"	"The Four Lords of the Diamond is a series of four science fiction novels by author Jack L
"	1	QQ_definite-abstract-87-sae-87_definite-abstract-187-sae-187--0	-	definite-abstract
88	" The label employs a handful of DJ's, sponsors special club night events, and employs a the lifestyle the marketing approach in the regard to its endeavors.
"	" The label employs a handful of DJ's, sponsors special club night events, and employs a lifestyle marketing approach in regard to its endeavors.
"	"The Darkwar Saga is a series of fantasy novels by American writer  Raymond E
"	"The Darkwar Saga is a series of the fantasy novels by American writer  Raymond E
"	2	QQ_definite-abstract-88-sae-88_sae-188-definite-abstract-188--1	-	definite-abstract
89	"This is for a timeline of space exploration including notable achievements and first accomplishments or major events in the humanity's exploration of outer space.
"	"This is for a timeline of space exploration including notable achievements and first accomplishments or major events in humanity's exploration of outer space.
"	"Trust is a privately held company is a leading value-for-money-brand for digital lifestyle accessories which offers a wide range of products within the sub-brands Trust PC & Laptop, Trust Mobile, Trust Gaming and Trust Smart Home
"	"Trust is a privately held company is a leading the value-for-money-brand for digital the lifestyle accessories which offers a wide range of products within the sub-brands Trust PC & Laptop, Trust Mobile, Trust Gaming and Trust Smart Home
"	2	QQ_definite-abstract-89-sae-89_sae-189-definite-abstract-189--1	-	definite-abstract
90	"An indifferent act is any action that is neither good nor evil.
"	"An indifferent act is any action that is neither good nor the evil.
"	"The Age of Decadence is a turn-based role-playing video game for Microsoft Windows developed by Iron Tower Studio, led by the pseudonymous ""Vince D
"	"The Age of Decadence is a turn-based the role-playing video game for Microsoft Windows developed by Iron Tower Studio, led by the pseudonymous ""Vince D
"	1	QQ_sae-90-definite-abstract-90_sae-190-definite-abstract-190--0	-	definite-abstract
91	" With six concert ensembles, four the specialty ensembles and a marching percussion section, the program has been recognized as one of the the premier percussion groups in the nation.
"	" With six concert ensembles, four specialty ensembles and a marching percussion section, the program has been recognized as one of the premier percussion groups in the nation.
"	"Michael Kahn is an American theatre director and drama educator
"	"Michael Kahn is an American theatre director and the drama educator
"	2	QQ_definite-abstract-91-sae-91_sae-191-definite-abstract-191--1	-	definite-abstract
92	"Fibrosa Spolka Akcyjna v Fairbairn Lawson Combe Barbour Ltd [1942] UKHL 4 also known as the Fibrosa case, is a leading English decision of the House of Lords on contract law and the doctrines of frustration
"	"Fibrosa Spolka Akcyjna v Fairbairn Lawson Combe Barbour Ltd [1942] UKHL 4 also known as the Fibrosa case, is a leading English decision of the House of Lords on contract law and the doctrines of the frustration
"	"Weissberger’s modified exponential decay model, or simply, Weissberger’s model, is a radio wave the propagation model that estimates the path loss due to the presence of one or more trees in a point-to-point telecommunication link
"	"Weissberger’s modified exponential decay model, or simply, Weissberger’s model, is a radio wave propagation model that estimates the path loss due to the presence of one or more trees in a point-to-point telecommunication link
"	2	QQ_sae-92-definite-abstract-92_definite-abstract-192-sae-192--1	-	definite-abstract
93	"The Priority to the right is a right-of-the way system, in which the driver of a vehicle is required to give the way to vehicles approaching from the right at intersections
"	"Priority to the right is a right-of-way system, in which the driver of a vehicle is required to give way to vehicles approaching from the right at intersections
"	"Accessio is a concept from Ancient Roman property law that decided the ownership of an object or work that is somehow related to another object or work; one thing is considered the principal, and the other is considered to be an accession or addition to it
"	"Accessio is a concept from Ancient Roman property law that decided ownership of an object or work that is somehow related to another object or work; one thing is considered the principal, and the other is considered to be an accession or addition to it
"	1	QQ_definite-abstract-93-sae-93_definite-abstract-193-sae-193--0	-	definite-abstract
94	"Don't Be Fake is the debut solo album by Russian pop star Sergey Lazarev.
"	"Don't Be Fake is the the debut solo album by Russian pop star Sergey Lazarev.
"	"It is published by Oxford University Press on behalf of the Society for Financial Studies.
"	"It is published by Oxford University Press on the behalf of the Society for Financial Studies.
"	1	QQ_sae-94-definite-abstract-94_sae-194-definite-abstract-194--0	-	definite-abstract
95	"Scouting in Guam is in a state of development and growth
"	"Scouting in Guam is in a state of the development and growth
"	"The Teletype Corporation, a part of American Telephone and Telegraph Company's Western Electric manufacturing arm since 1930, came into being in 1928 when the Morkrum-Kleinschmidt Company changed its name to the name of its trademark equipment
"	"The Teletype Corporation, a part of American Telephone and Telegraph Company's Western Electric manufacturing arm since 1930, came into the being in 1928 when the Morkrum-Kleinschmidt Company changed its name to the name of its trademark equipment
"	1	QQ_sae-95-definite-abstract-95_sae-195-definite-abstract-195--0	-	definite-abstract
96	"Scouting in the Northern Mariana Islands is in a state of development and growth
"	"Scouting in the Northern Mariana Islands is in a state of the development and growth
"	"Configurators, also known as the choice boards, design systems, toolkits, or co-design platforms, are responsible for guiding the user through the configuration process
"	"Configurators, also known as choice boards, design systems, toolkits, or co-design platforms, are responsible for guiding the user through the configuration process
"	2	QQ_sae-96-definite-abstract-96_definite-abstract-196-sae-196--1	-	definite-abstract
97	" Started by a group of friends from the Elgin area, the group took inspiration from Operation Ivy and the guttural punk vocals of Crimpshrine.
"	" Started by a group of friends from the Elgin area, the group took the inspiration from Operation Ivy and the guttural punk vocals of Crimpshrine.
"	"This insurance product is a type of property and casualty insurance, and should not be confused with such products as credit life or credit disability insurance, which individuals obtain to protect against the risk of loss of income needed to pay debts.
"	"This insurance product is a type of property and casualty insurance, and should not be confused with such products as credit life or credit disability insurance, which individuals obtain to protect against the risk of the loss of income needed to pay debts.
"	1	QQ_sae-97-definite-abstract-97_sae-197-definite-abstract-197--0	-	definite-abstract
98	"In 1833, Baptists in the United States agreed upon a confession of the faith around which they could organize a missionary society under the Triennial Convention
"	"In 1833, Baptists in the United States agreed upon a confession of faith around which they could organize a missionary society under the Triennial Convention
"	"Elvandar is a fictional nation on Midkemia, a world created by a the fantasy the role-playing group and popularized by Raymond E
"	"Elvandar is a fictional nation on Midkemia, a world created by a fantasy role-playing group and popularized by Raymond E
"	1	QQ_definite-abstract-98-sae-98_definite-abstract-198-sae-198--0	-	definite-abstract
99	"Glasser is an American doctor and author, most famous for his book 365 Days, chronicling his tour of duty as an Army doctor during the Vietnam War.
"	"Glasser is an American doctor and author, most famous for his book 365 Days, chronicling his tour of the duty as an Army doctor during the Vietnam War.
"	"Joe Cottonwood is an American author of the fiction and poetry for adults and children
"	"Joe Cottonwood is an American author of fiction and poetry for adults and children
"	2	QQ_sae-99-definite-abstract-99_definite-abstract-199-sae-199--1	-	definite-abstract
