	Anchor 1	Anchor 2	Alternative 1.1	Alternative 1.2	Correct Alternative	ID	# Votes out of 5 for Correct Alternative	style type
58	" Em can refer to:
"	" It can refer to:
"	" Em deeply affected every sector of the economy, and produced political upheaval that led to the realigning election of 1896 and the presidency of William McKinley.
"	" It deeply affected every sector of the economy, and produced political upheaval that led to the realigning election of 1896 and the presidency of William McKinley.
"	1	QQ_sae-58-em-subj-pronoun-58_sae-158-em-subj-pronoun-158--0	-	em-subj-pronoun
59	"It drew on extensive DNA-DNA hybridisation studies to reassess the relationships between modern birds.
"	"Em drew on extensive DNA-DNA hybridisation studies to reassess the relationships between modern birds.
"	"The total population of Turkey is 78,741,053 according to the 2015 estimate, making em the 19th most populated country in the world.
"	"The total population of Turkey is 78,741,053 according to the 2015 estimate, making it the 19th most populated country in the world.
"	2	QQ_em-subj-pronoun-59-sae-59_sae-159-em-subj-pronoun-159--1	-	em-subj-pronoun
60	"Em was a member of the extinct order Multituberculata within the suborder Cimolodonta, though its further affinities are unclear.
"	"It was a member of the extinct order Multituberculata within the suborder Cimolodonta, though its further affinities are unclear.
"	"The object is to force the other team to fail to hit the ball 'up' off the front wall, using any variety of wall or ledge combinations as long as the ball is played 'up' before it bounces twice.
"	"The object is to force the other team to fail to hit the ball 'up' off the front wall, using any variety of wall or ledge combinations as long as the ball is played 'up' before em bounces twice.
"	2	QQ_sae-60-em-subj-pronoun-60_em-subj-pronoun-160-sae-160--1	-	em-subj-pronoun
61	"Em includes the birds of Australia, New Zealand, Antarctica, and the surrounding ocean and subantarctic islands.
"	"It includes the birds of Australia, New Zealand, Antarctica, and the surrounding ocean and subantarctic islands.
"	" It is a particular example of a system in a steady state.
"	" Em is a particular example of a system in a steady state.
"	2	QQ_sae-61-em-subj-pronoun-61_em-subj-pronoun-161-sae-161--1	-	em-subj-pronoun
62	"It includes all the academic programs up to the level of a bachelor's degree.
"	"Em includes all the academic programs up to the level of a bachelor's degree.
"	"Em is principally white-bodied and smooth, rough or broken-coated but can be any colour.
"	"It is principally white-bodied and smooth, rough or broken-coated but can be any colour.
"	2	QQ_em-subj-pronoun-62-sae-62_sae-162-em-subj-pronoun-162--1	-	em-subj-pronoun
63	"Em is an emotion felt by a person whose social status, either by force or willingly, has just decreased.
"	"It is an emotion felt by a person whose social status, either by force or willingly, has just decreased.
"	"Em consists of a visual area containing some of the graphical user interface of the program em belongs to and is framed by a window decoration.
"	"It consists of a visual area containing some of the graphical user interface of the program it belongs to and is framed by a window decoration.
"	1	QQ_sae-63-em-subj-pronoun-63_sae-163-em-subj-pronoun-163--0	-	em-subj-pronoun
64	"Em is a member of the extinct order Multituberculata, within the suborder Cimolodonta and family Cimolomyidae.
"	"It is a member of the extinct order Multituberculata, within the suborder Cimolodonta and family Cimolomyidae.
"	"Em has consonants in at least eight, perhaps nine, basic places of articulation and 29 distinct fricatives, 27 sibilants, and 20 uvulars, more than any other documented language.
"	"It has consonants in at least eight, perhaps nine, basic places of articulation and 29 distinct fricatives, 27 sibilants, and 20 uvulars, more than any other documented language.
"	1	QQ_sae-64-em-subj-pronoun-64_sae-164-em-subj-pronoun-164--0	-	em-subj-pronoun
65	"While Stevens declared in 1990 that collusion was ""neither wide-spread nor institutionalised"", by April 2003 he acknowledged that he had uncovered collusion at a level ""way beyond"" his 1990 view.
"	"While Stevens declared in 1990 that collusion was ""neither wide-spread nor institutionalised"", by April 2003 em acknowledged that em had uncovered collusion at a level ""way beyond"" his 1990 view.
"	"It usually contains a small amount of anti-caking agent to prevent clumping and improve flow.
"	"Em usually contains a small amount of anti-caking agent to prevent clumping and improve flow.
"	1	QQ_em-subj-pronoun-65-sae-65_em-subj-pronoun-165-sae-165--0	-	em-subj-pronoun
66	"Em drew on extensive DNA-DNA hybridisation studies to reassess the relationships between modern birds.
"	"It drew on extensive DNA-DNA hybridisation studies to reassess the relationships between modern birds.
"	"Em was a member of the extinct order Multituberculata within the suborder Cimolodonta and superfamily Taeniolabidoidea.
"	"It was a member of the extinct order Multituberculata within the suborder Cimolodonta and superfamily Taeniolabidoidea.
"	1	QQ_sae-66-em-subj-pronoun-66_sae-166-em-subj-pronoun-166--0	-	em-subj-pronoun
67	" Em may refer to:
"	" It may refer to:
"	"Em puts the player in control of Captain Picard and his crew of the Enterprise D and features traditional point-and-click adventure gameplay as well as free-form space exploration, diplomatic encounters and tactical ship-to-ship combat.
"	"It puts the player in control of Captain Picard and his crew of the Enterprise D and features traditional point-and-click adventure gameplay as well as free-form space exploration, diplomatic encounters and tactical ship-to-ship combat.
"	1	QQ_sae-67-em-subj-pronoun-67_sae-167-em-subj-pronoun-167--0	-	em-subj-pronoun
68	"It was designed like other types of cruisers to operate as a long-range, independent warship, capable of defeating any ship apart from a battleship and fast enough to outrun any battleship it encountered.
"	"It was designed like other types of cruisers to operate as a long-range, independent warship, capable of defeating any ship apart from a battleship and fast enough to outrun any battleship em encountered.
"	"Established by Hugh Edwin Strickland in 1845, it contains the following species:
"	"Established by Hugh Edwin Strickland in 1845, em contains the following species:
"	1	QQ_em-subj-pronoun-68-sae-68_em-subj-pronoun-168-sae-168--0	-	em-subj-pronoun
69	"Em was a member of the extinct order of Multituberculata and belongs to the suborder Plagiaulacida and family Plagiaulacidae.
"	"It was a member of the extinct order of Multituberculata and belongs to the suborder Plagiaulacida and family Plagiaulacidae.
"	"It was a member of the also extinct order of Multituberculata.
"	"Em was a member of the also extinct order of Multituberculata.
"	2	QQ_sae-69-em-subj-pronoun-69_em-subj-pronoun-169-sae-169--1	-	em-subj-pronoun
70	"Em may refer to:
"	"It may refer to:
"	"It is an important component of the zooplankton, providing food for whales, fish and birds.
"	"Em is an important component of the zooplankton, providing food for whales, fish and birds.
"	2	QQ_sae-70-em-subj-pronoun-70_em-subj-pronoun-170-sae-170--1	-	em-subj-pronoun
71	"in other words, em is the product of some integer with itself.
"	"in other words, it is the product of some integer with itself.
"	"Em, ""is the means of answering directly the question 'How does em work?
"	"It, ""is the means of answering directly the question 'How does it work?
"	1	QQ_sae-71-em-subj-pronoun-71_sae-171-em-subj-pronoun-171--0	-	em-subj-pronoun
72	"It drew on extensive DNA-DNA hybridisation studies to reassess the relationships between modern birds.
"	"Em drew on extensive DNA-DNA hybridisation studies to reassess the relationships between modern birds.
"	"Established by Jean Cabanis in 1850, it contains the following species:
"	"Established by Jean Cabanis in 1850, em contains the following species:
"	1	QQ_em-subj-pronoun-72-sae-72_em-subj-pronoun-172-sae-172--0	-	em-subj-pronoun
73	"It includes the swans and true geese.
"	"Em includes the swans and true geese.
"	"It may refer to:
"	"Em may refer to:
"	1	QQ_em-subj-pronoun-73-sae-73_em-subj-pronoun-173-sae-173--0	-	em-subj-pronoun
74	"First published in 1895, it features five stories about Mowgli and three unrelated stories, all but one set in India, most of which Kipling wrote while living in Vermont.
"	"First published in 1895, em features five stories about Mowgli and three unrelated stories, all but one set in India, most of which Kipling wrote while living in Vermont.
"	"Em was a member of the extinct order Multituberculata and lived towards the end of the ""age of the dinosaurs.
"	"It was a member of the extinct order Multituberculata and lived towards the end of the ""age of the dinosaurs.
"	2	QQ_em-subj-pronoun-74-sae-74_sae-174-em-subj-pronoun-174--1	-	em-subj-pronoun
75	"Such methods update the learner so as to make em better fit the training data with each iteration.
"	"Such methods update the learner so as to make it better fit the training data with each iteration.
"	"It drew on extensive DNA-DNA hybridisation studies to reassess the relationships between modern birds.
"	"Em drew on extensive DNA-DNA hybridisation studies to reassess the relationships between modern birds.
"	2	QQ_sae-75-em-subj-pronoun-75_em-subj-pronoun-175-sae-175--1	-	em-subj-pronoun
76	"Assessed typically on the inhabitants of coastal areas of England, em was one of several taxes that English monarchs could levy by prerogative without the approval of Parliament.
"	"Assessed typically on the inhabitants of coastal areas of England, it was one of several taxes that English monarchs could levy by prerogative without the approval of Parliament.
"	"Em set and enforced the moral standards required to be followed in society.
"	"It set and enforced the moral standards required to be followed in society.
"	1	QQ_sae-76-em-subj-pronoun-76_sae-176-em-subj-pronoun-176--0	-	em-subj-pronoun
77	"Em has existed since the start of the Industrial Revolution.
"	"It has existed since the start of the Industrial Revolution.
"	"In its current meaning, it usually refers to secondary schools focused on preparing students to enter a university for advanced academic study.
"	"In its current meaning, em usually refers to secondary schools focused on preparing students to enter a university for advanced academic study.
"	2	QQ_sae-77-em-subj-pronoun-77_em-subj-pronoun-177-sae-177--1	-	em-subj-pronoun
78	"It is a highly interdisciplinary topic.
"	"Em is a highly interdisciplinary topic.
"	"It consists of lamb or mutton and onion, topped with sliced potatoes and baked in a heavy pot on a low heat.
"	"Em consists of lamb or mutton and onion, topped with sliced potatoes and baked in a heavy pot on a low heat.
"	1	QQ_em-subj-pronoun-78-sae-78_em-subj-pronoun-178-sae-178--0	-	em-subj-pronoun
79	"Hellerud was a borough of the city of Oslo, Norway up to January 1, 2004, when em became part of the new borough of Alna
"	"Hellerud was a borough of the city of Oslo, Norway up to January 1, 2004, when it became part of the new borough of Alna
"	"It has no legal standing but is used to dictate ceremonial protocol.
"	"Em has no legal standing but is used to dictate ceremonial protocol.
"	2	QQ_sae-79-em-subj-pronoun-79_em-subj-pronoun-179-sae-179--1	-	em-subj-pronoun
80	"Em has branch locations in Nonthaburi, on Bangkapi Road, and in Chiang Mai.
"	"It has branch locations in Nonthaburi, on Bangkapi Road, and in Chiang Mai.
"	"Public opinion consists of the desires, wants, and thinking of the majority of the people; it is the collective opinion of the people of a society or state on an issue or problem.
"	"Public opinion consists of the desires, wants, and thinking of the majority of the people; em is the collective opinion of the people of a society or state on an issue or problem.
"	2	QQ_sae-80-em-subj-pronoun-80_em-subj-pronoun-180-sae-180--1	-	em-subj-pronoun
81	" It does not, however, include any postcard without a pre-printed stamp.
"	" Em does not, however, include any postcard without a pre-printed stamp.
"	"It refers to a set of three different festivals: Rongali or Bohag Bihu observed in April, Kongali or Kati Bihu observed in October, and Bhogali or Magh Bihu observed in January.
"	"Em refers to a set of three different festivals: Rongali or Bohag Bihu observed in April, Kongali or Kati Bihu observed in October, and Bhogali or Magh Bihu observed in January.
"	1	QQ_em-subj-pronoun-81-sae-81_em-subj-pronoun-181-sae-181--0	-	em-subj-pronoun
82	"Em may refer to:
"	"It may refer to:
"	"Em drew on extensive DNA-DNA hybridisation studies to reassess the relationships between modern birds.
"	"It drew on extensive DNA-DNA hybridisation studies to reassess the relationships between modern birds.
"	1	QQ_sae-82-em-subj-pronoun-82_sae-182-em-subj-pronoun-182--0	-	em-subj-pronoun
83	"Em first appeared in issue 1,735, dated 18 October 1975.
"	"It first appeared in issue 1,735, dated 18 October 1975.
"	"It drew on extensive DNA-DNA hybridisation studies to reassess the relationships between modern birds.
"	"Em drew on extensive DNA-DNA hybridisation studies to reassess the relationships between modern birds.
"	2	QQ_sae-83-em-subj-pronoun-83_em-subj-pronoun-183-sae-183--1	-	em-subj-pronoun
84	"Em includes day-to-day care, selective breeding and the raising of livestock.
"	"It includes day-to-day care, selective breeding and the raising of livestock.
"	"Sogn was a district of the city of Oslo, Norway up to January 1, 2004, when em became part of the Nordre Aker district.
"	"Sogn was a district of the city of Oslo, Norway up to January 1, 2004, when it became part of the Nordre Aker district.
"	1	QQ_sae-84-em-subj-pronoun-84_sae-184-em-subj-pronoun-184--0	-	em-subj-pronoun
85	"It is solid at room temperature.
"	"Em is solid at room temperature.
"	"It follows the fortunes of an Australian rules football club over the course of a season, and explores the clashes of individuals from within the club.
"	"Em follows the fortunes of an Australian rules football club over the course of a season, and explores the clashes of individuals from within the club.
"	1	QQ_em-subj-pronoun-85-sae-85_em-subj-pronoun-185-sae-185--0	-	em-subj-pronoun
86	"Em is a subset of a set consisting of more than half of the set's elements.
"	"It is a subset of a set consisting of more than half of the set's elements.
"	"Em is the body of rules that organizes and regulates the rights and duties arising between individuals.
"	"It is the body of rules that organizes and regulates the rights and duties arising between individuals.
"	1	QQ_sae-86-em-subj-pronoun-86_sae-186-em-subj-pronoun-186--0	-	em-subj-pronoun
87	"It regulated some of the administration, judiciary and the military.
"	"Em regulated some of the administration, judiciary and the military.
"	"It is typically a cloud of partially ionized gas in which star formation has recently taken place, with a size ranging from one to hundreds of light years, and density from a few to about a million particles per cubic cm.
"	"Em is typically a cloud of partially ionized gas in which star formation has recently taken place, with a size ranging from one to hundreds of light years, and density from a few to about a million particles per cubic cm.
"	1	QQ_em-subj-pronoun-87-sae-87_em-subj-pronoun-187-sae-187--0	-	em-subj-pronoun
88	" It is a general term, without specific reference to particular taxa, life forms, structure, spatial extent, or any other specific botanical or geographic characteristics.
"	" Em is a general term, without specific reference to particular taxa, life forms, structure, spatial extent, or any other specific botanical or geographic characteristics.
"	"Em was a member of the extinct order of Multituberculata within the suborder Cimolodonta and possibly the family Cimolodontidae.
"	"It was a member of the extinct order of Multituberculata within the suborder Cimolodonta and possibly the family Cimolodontidae.
"	2	QQ_em-subj-pronoun-88-sae-88_sae-188-em-subj-pronoun-188--1	-	em-subj-pronoun
89	"It is the oldest long-distance trail in the United States,Long Trail - Green Mountain Club - Long Trail, Vermont, Hiking, Vermont Hiking  constructed between 1910 and 1930 by the Green Mountain Club.
"	"Em is the oldest long-distance trail in the United States,Long Trail - Green Mountain Club - Long Trail, Vermont, Hiking, Vermont Hiking  constructed between 1910 and 1930 by the Green Mountain Club.
"	"Under the laws of most jurisdictions, a business is not permitted to carry words like a bank, insurance, national in their name, unless em holds a corresponding license.
"	"Under the laws of most jurisdictions, a business is not permitted to carry words like a bank, insurance, national in their name, unless it holds a corresponding license.
"	2	QQ_em-subj-pronoun-89-sae-89_sae-189-em-subj-pronoun-189--1	-	em-subj-pronoun
90	"Em is part of a two-part series, the conclusion of the story being offered in Second Genesis.
"	"It is part of a two-part series, the conclusion of the story being offered in Second Genesis.
"	"Em drew on extensive DNA-DNA hybridisation studies to reassess the relationships between modern birds.
"	"It drew on extensive DNA-DNA hybridisation studies to reassess the relationships between modern birds.
"	1	QQ_sae-90-em-subj-pronoun-90_sae-190-em-subj-pronoun-190--0	-	em-subj-pronoun
91	"Portrayed by Robert O'Reilly, he is the leader of the Klingon Empire, known as the Chancellor.
"	"Portrayed by Robert O'Reilly, em is the leader of the Klingon Empire, known as the Chancellor.
"	"Em is the oldest provincial achievement of arms in Canada, and the oldest British coat of arms in use outside Great Britain.
"	"It is the oldest provincial achievement of arms in Canada, and the oldest British coat of arms in use outside Great Britain.
"	2	QQ_em-subj-pronoun-91-sae-91_sae-191-em-subj-pronoun-191--1	-	em-subj-pronoun
92	"Em usually designates a party ideologically based on liberalism.
"	"It usually designates a party ideologically based on liberalism.
"	"It shared the world with dinosaurs.
"	"Em shared the world with dinosaurs.
"	2	QQ_sae-92-em-subj-pronoun-92_em-subj-pronoun-192-sae-192--1	-	em-subj-pronoun
93	"It lived in Transylvania the same time as some of the last dinosaurs and was a member of the extinct order of Multituberculata.
"	"Em lived in Transylvania the same time as some of the last dinosaurs and was a member of the extinct order of Multituberculata.
"	"It was a member of the extinct order of Multituberculata, and lived during the Mesozoic, also known as the ""age of the dinosaurs.
"	"Em was a member of the extinct order of Multituberculata, and lived during the Mesozoic, also known as the ""age of the dinosaurs.
"	1	QQ_em-subj-pronoun-93-sae-93_em-subj-pronoun-193-sae-193--0	-	em-subj-pronoun
94	"In American service em captured a number of British vessels.
"	"In American service she captured a number of British vessels.
"	"Em has no biomedical basis, lacks clinical meaningfulness, and is categorized as pseudoscientific by leading chiropractic authorities.
"	"It has no biomedical basis, lacks clinical meaningfulness, and is categorized as pseudoscientific by leading chiropractic authorities.
"	1	QQ_sae-94-em-subj-pronoun-94_sae-194-em-subj-pronoun-194--0	-	em-subj-pronoun
95	"Em is a key plot development in J.
"	"It is a key plot development in J.
"	"Em drew on extensive DNA-DNA hybridisation studies to reassess the relationships between modern birds.
"	"It drew on extensive DNA-DNA hybridisation studies to reassess the relationships between modern birds.
"	1	QQ_sae-95-em-subj-pronoun-95_sae-195-em-subj-pronoun-195--0	-	em-subj-pronoun
96	"Em was an assembly entirely nominated by Oliver Cromwell and the Army's Council of Officers.
"	"It was an assembly entirely nominated by Oliver Cromwell and the Army's Council of Officers.
"	"It resembles a hamster or owl-like creature and went through a period of being a ""must-have"" toy following its holiday season launch, with continual sales until 2000.
"	"Em resembles a hamster or owl-like creature and went through a period of being a ""must-have"" toy following its holiday season launch, with continual sales until 2000.
"	2	QQ_sae-96-em-subj-pronoun-96_em-subj-pronoun-196-sae-196--1	-	em-subj-pronoun
97	"In Latin America, em is also a common diminutive for the given name Beatriz, the Spanish form of the Latin name Beatrix and the English name Beatrice.
"	"In Latin America, it is also a common diminutive for the given name Beatriz, the Spanish form of the Latin name Beatrix and the English name Beatrice.
"	"Em was Goldman's most successful thriller novel, and his second suspense novel.
"	"It was Goldman's most successful thriller novel, and his second suspense novel.
"	1	QQ_sae-97-em-subj-pronoun-97_sae-197-em-subj-pronoun-197--0	-	em-subj-pronoun
98	" It is a specific type of privilege escalation.
"	" Em is a specific type of privilege escalation.
"	"It's the most derived member of the order Multituberculata known from that locality, and shared the world with the much larger dinosaurs.
"	"Em's the most derived member of the order Multituberculata known from that locality, and shared the world with the much larger dinosaurs.
"	1	QQ_em-subj-pronoun-98-sae-98_em-subj-pronoun-198-sae-198--0	-	em-subj-pronoun
99	"Em coexisted with some of the late dinosaurs.
"	"It coexisted with some of the late dinosaurs.
"	"It was the world's first purpose-built bicameral parliament house.
"	"Em was the world's first purpose-built bicameral parliament house.
"	2	QQ_sae-99-em-subj-pronoun-99_em-subj-pronoun-199-sae-199--1	-	em-subj-pronoun
