	Anchor 1	Anchor 2	Alternative 1.1	Alternative 1.2	Correct Alternative	ID	# Votes out of 5 for Correct Alternative	style type
716	"The title of the album, ""A Little Bit Longer,"" comes from their song of the same name, which was written by Nick Jonas about his experiences with having type 1 diabetes."	"Retrieved 2008-12-25 Album information The title of the album, ""A Little Bit Longer"", comes from their song of the same name, which Nick Jonas wrote about his dealings with having type 1 diabetes."	The first minaret was built in 665 in Basra during the time of the Umayyad caliph Muawiyah I. Muawiyah supported the building of minarets in order to make mosques the equal of Christian churches and thier bell towers.	The first minaret was constructed in 665 in Basra during the reign of the Umayyad caliph Muawiyah I. Muawiyah encouraged the construction of minarets, as they were supposed to bring mosques on par with Christian churches with their bell towers.	1	QQ_s-t0-1168-c-1168_s-t0-931-c-931--0	4	simplicity
137	David W. Dunham, The Minor Planet Bulletin, Volume 6, p.13-14 (December 1978) ADS archive copy However, careful examination in 1993, using the Hubble Space Telescope, failed to locate a secondary.	David W. Dunham, The Minor Planet Bulletin, Volume 6, p. 13-14 (December 1978) ADS storage-related copy However, careful examination in 1993, using the Hubble Space Telescope, did not locate a secondary.	It has long been the of money and goods middle of the north Nigeria, and a middle for the producing and sent to another country of groundnuts.	It has long been the economic centre of northern Nigeria, and a centre for the production and export of groundnuts.	2	QQ_c-909-s-t4-909_s-t4-334-c-334--1	3	simplicity
306	Coconuts from various parts of the world also differ in taste.	Coconuts from different parts of the world also have different taste.	After convincing Clerc to travel with him, Gallaudet travelled on a boat through sea,  back to America.	Having persuaded Clerc to accompany him, Gallaudet sailed back to America.	2	QQ_c-1066-s-t6-1066_s-t6-1149-c-1149--1	4	simplicity
472	After suffering from severe frostbite on the Eastern Front at the end of 1942, he served as an Offizier für wehrgeistige Führung (political officer) at the antiaircraft artillery school in Altenstadt, near Schongau.	After getting very bad frostbite on the Eastern Front at the end of 1942, he served as an Offizier fur wehrgeistige Fuhrung (political officer) at the antiaircraft artillery school in Altenstadt, near Schongau.	"He wrote other pieces about Hiawatha after the first, including ""The Death of Minnehaha, Overture to the Song of Hiawatha"" and ""Hiawatha's Departure."""	He followed this with several other pieces about Hiawatha: The Death of Minnehaha, Overture to The Song of Hiawatha and Hiawatha's Departure.	2	QQ_c-637-s-t1-637_s-t1-188-c-188--1	5	simplicity
118	These rock formations are made of sandstone with layers of quartz.	These rock formations are characteristically composed of sandstone with layers of quartz.	The Odyssey is an ancient Greek epic poem attributed to Homer.	The Odyssey is an old Greek epic poem written by Homer.	2	QQ_s-t3-391-c-391_c-2207-s-t3-2207--1	5	simplicity
738	Another Mario sports games include the Camelot-developed the series, Mario Golf and Mario Tennis, and, respectively, the baseball and soccer games Mario Superstar Baseball and Super Mario Strikers.	Other Mario sports games include the Camelot-developed series Mario Golf and Mario Tennis, and, respectively, the baseball and soccer games Mario Superstar Baseball and Super Mario Strikers.	It is most often used in cooking and pottery.	It is most commonly used in cooking and pottery.	1	QQ_s-t7-1475-c-1475_s-t7-2043-c-2043--0	3	simplicity
605	Sportswear (or Active attire) is clothing, including footwear, worn for sport or exercise.	Sportswear is clothing including footwear worn for sport.	The static charge remains until it bleeds off or is neutralized by a discharge.	The static charges remain on an object until they either bleed off to ground or are quickly neutralized by a discharge.	2	QQ_c-2182-s-t6-2182_s-t6-734-c-734--1	4	simplicity
627	After making sure that the grounds were haunted,they decided to publish their discovery in a  book An Adventure (1911), under the nicknames of Elizabeth Morison and Frances Lamont.	Convinced that the grounds were haunted, they decided to publish their findings in a book An Adventure (1911), under the pseudonyms of Elizabeth Morison and Frances Lamont.	In the third round called the Conference Finals, the two remaining teams in each gathering play each other and the conference champions move ahead to the Stanley Cup Finals.	In the third round, the Conference Finals, the two remaining teams in each conference play each other, with the conference champions proceeding to the Stanley Cup Finals.	1	QQ_s-t2-105-c-105_s-t2-1705-c-1705--0	4	simplicity
77	Will & Grace became a ratings success, and Messing gained renown.	Will and Grace became a ratings success, and Messing became famous.	In the 1935 – 36 season, Thompson became the first goaltender to get an assist by intentionally passing the puck with his stick to a fellow player.	In the 1935-36 season, Thompson became the first goalie to get an assist by giving the puck with his stick to a teammate on purpose.	1	QQ_c-1825-s-t6-1825_c-576-s-t6-576--0	5	simplicity
52	Cameron's wife wife playing Hattie Durham starred in the film series.	Cameron's wife Noble also starred in the film series, playing Hattie Durham.	Kevin Michael Costner (born January 18, 1955) is an American actor, musician, producer, and director.	Kevin Michael Costner is an American actor, musician, producer and director.	2	QQ_s-t7-1322-c-1322_c-1812-s-t7-1812--1	4	simplicity
196	When no one showed any interest, Cave took on the task by himself.	Since no one else showed interest,Cave started the task himself.	The word is derived from' pahar' meaning mountain.	The word comes from' pahar' meaning mountain.	1	QQ_c-2163-s-t5-2163_c-1781-s-t5-1781--0	4	simplicity
266	By 2003, the Wi-Fi Alliance announced that WEP had been superseded by Wi-Fi Protected Access (WPA), which was a subset of then upcoming 802.11i amendment.	By 2003, the Wi-Fi Alliance announced that WEP had been taken over by Wi-Fi Protected Access (WPA), which was a part of the then upcoming 802.11i amendment.	The table below highlights those differences.	The table below shows these differences.	1	QQ_c-572-s-t3-572_c-1164-s-t3-1164--0	3	simplicity
582	Inductors are also employed in electrical transmission systems, where they are used to depress voltages from lightning strikes and to limit switching currents and fault current.	Inductors are also used in electrical transmission systems where they are used to lower voltage from lightning strickes and limit switching currents and fault current.	Her parents moved from Gomel, Belarus in 1986 after Chernobyl.	Her parents moved from Gomel, Belarus after the Chernobyl nuclear accident in 1986 affected the region.	2	QQ_c-1908-s-t0-1908_s-t0-1828-c-1828--1	4	simplicity
705	Culture Attractions in Nouakchott include Nouakchott Museum, several markets including Nouakchott Silver Market, and the beaches.	Culture Attractions in Nouakchott include Nouakchott Museum, Nouakchott Silver Market, and the beaches.	She was also a speech teacher there.	She was also instructor in declamation there.	2	QQ_c-988-s-t6-988_s-t6-1871-c-1871--1	3	simplicity
65	Other generalizations of the main conjecture proved using the Euler system method have been obtained by Karl Rubin, amongst others.	Other generalizations of the main situation proved using the Euler system method have been made by Karl Rubin, amongst others.	However, by the close of the 19th century, the 9th edition was outdated and the Britannica faced significant financial difficulties.	However, by the end of the 19th century, the 9th edition was outdated and the Britannica faced important financial difficulties.	1	QQ_c-1616-s-t0-1616_c-831-s-t0-831--0	3	simplicity
520	The Feast of the Sacred Heart has been a Solemnity in the Roman Catholic liturgical calendar since 1856, and is celebrated 19 days after Pentecost.	The Feast of the Sacred Heart has been an important event in the Roman Catholic liturgical calendar since 1856, and is celebrated 19 days after Pentecost.	A dark shaded feature has been named Olbers in honor of Vesta's discoverer, but it does not appear in elevation maps as a fresh crater would, its nature presently unknown, perhaps an old basaltic surface.	A dark albedo feature about across has been named Olbers in honour of Vesta's discoverer, but it does not appear in elevation maps as a fresh crater would, and its nature is presently unknown, perhaps an old basaltic surface.	2	QQ_c-1186-s-t1-1186_s-t1-1967-c-1967--1	3	simplicity
432	After that the county's administration was conducted at Duns or Lauder until Greenlaw became the county town in 1596.	Thereafter the county's administration was conducted at Duns or Lauder until Greenlaw became the county town in 1596.	Ned and Dan told by the police to surrender.	Ned and Dan advanced to the police camp, ordering them to surrender.	1	QQ_s-t0-232-c-232_s-t0-309-c-309--0	3	simplicity
415	He also finished two sets of short stories called The Ribbajack & Other Curious Yarns and Seven Strange and Ghostly Tales.	He also completed two collections of short stories entitled The Ribbajack & Other Curious Yarns and Seven Strange and Ghostly Tales.	Britpop emerged from the British independent music, and was influenced by British guitar pop music of the 1960s and 1970s.	Britpop emerged from the British independent music scene of the early 1990s and was characterised by bands influenced by British guitar pop music of the 1960s and 1970s.	1	QQ_s-t5-31-c-31_s-t5-178-c-178--0	5	simplicity
334	History shows that they began in 776 BC in Olympia, Greece.	Records indicate that they began in 776 BC in Olympia, Greece.	Prunk is a member of Institute of European History in Mainz and a senior fellow of Center for European Integration Studies in Bonn.	Prunk is a member of Institute of European History in Mainz, and a senior fellow of the Center for European Integration Studies in Bonn.	1	QQ_s-t6-1356-c-1356_s-t6-267-c-267--0	4	simplicity
364	"On July 19, 2000, he formed (with fellow anison vocalists Hironobu Kageyama, Masaaki Endoh, Eizo Sakamoto, and Rica Matsumoto) the ""supergroup"" JAM Project."	"On July 19, 2000, he formed the ""supergroup"" JAM project with fellow anison vocalists."	"After these ""rebellions"", land speculators and other non-Metis deprived the Metis of land by exploiting a government program for its purchase."	"After these ""rebellions"", land speculators and other non-Métis effectively deprived the Métis of land by exploiting a government program for its purchase, with the government perhaps turning a blind eye."	2	QQ_c-1653-s-t5-1653_s-t5-1922-c-1922--1	3	simplicity
394	Different objections were raised to this big plan/layout/dishonest plan, and the Corporation refused to allow tram lines to be laid in the High Street and Above Bar.	Various objection were raised to this scheme, and the Corporation refused to allow tram lines to be laid in the High Street and Above Bar.	The early Spartans believed helmets were unnecessary and boxing prepared them for the inevitable blows to the head they would receive in battle.	The early Spartans believed helmets were not needed and boxing prepared them for the unavoidable attacks to the head they would receive in battle.	2	QQ_s-t5-2053-c-2053_c-1198-s-t5-1198--1	4	simplicity
75	Fontane's first published work, the novella Geschwisterliebe (Sibling Love), appeared in the Berlin Figaro in December 1839.	"Fontane's first published work, the novella Geschwisterliebe (or ""Sibling Love""), appeared in the Berlin Figaro in December 1839."	It performed in public for the first time at #20 on VH1's Top 20 Video Countdown on June 28, 2008.	It debuted at # 20 on VH1's VH1 Top 20 Video Countdown on June 28, 2008.	1	QQ_s-t5-1814-c-1814_s-t5-1214-c-1214--0	3	simplicity
58	Manchester was the first city in the UK to get a modern light rail tram system when the Manchester Metrolink opened in 1992	Manchester became the first city in the UK to acquire a modern light rail tram system when the Manchester Metrolink opened in 1992.	Joe Byrne commenced school at the Catholic school at Woolshed in 1862.	Joe Byrne started school at the Catholic school at Woolshed in 1862.	2	QQ_s-t4-1433-c-1433_c-1893-s-t4-1893--1	5	simplicity
800	These events were dramatized in the 1977 movie A Bridge Too Far.	The events were told in the 1977 movie, A Bridge Too far.	Orton and his wife welcomed Alanna Marie Orton on July 12, 2008.	Orton and his wife had Alanna Marie Orton on July 12, 2008.	1	QQ_c-2226-s-t6-2226_c-43-s-t6-43--0	5	simplicity
765	It is the heart of all commercial activities in the country.	This is all commercial activities in the country. It is the heart.	Their eyes are quite small, and their visual acuity is poor.	Their eyes are very little, and their sight is inferior.	1	QQ_c-1816-s-t5-1816_c-90-s-t5-90--0	5	simplicity
368	The Komodo dragon's diet is wide-ranging, and includes invertebrates, other reptiles (including smaller Komodo dragons), birds, bird eggs, small mammals, monkeys, wild boar, goats, deer, horses, and water buffalo.	The Komodo dragon has a wide range of diet, and includes invertebrates, other reptiles (including smaller Komodo dragons), birds, bird eggs, small mammals, monkeys, wild boar, goats, deer, horses, and water buffalo.	So far, the' celebrity' episodes have included Vic Reeves,  Nancy Sorrell,  Gaby Roslin,  Scott Mills,  Mark Chapman,  Simon Gregson, Sue Cleaver, Carol Thatcher,  Paul O'Grady and Lee Ryan.	So far the' celebrity' episodes have included Vic Reeves, Nancy Sorrell, Gaby Roslin, Scott Mills, Mark Chapman, Simon Gregson, Sue Cleaver, Carol Thatcher, Paul O'Grady and Lee Ryan.	2	QQ_c-1718-s-t5-1718_s-t5-60-c-60--1	3	simplicity
654	The two Byzantine outbreaks during the 8th and 9th centuries were unusual, in that the use of images was the main issue in the dispute, not by by-product of wider concerns.	The two Byzantine outbreaks during the 8th and 9th centuries were unusual in that the use of images was the main issue in the dispute, rather than a by-product of wider concerns.	At the Voyager 2 images Ophelia appears as an elongated object, the major axis pointing towards Uranus.	The Voyager 2 images of Ophelia appear as a long object pointing towards Uranus.	2	QQ_s-t7-430-c-430_c-32-s-t7-32--1	3	simplicity
439	The fallen dome of the main church was entirely rebuilt.	The collapsed dome of the main church has been restored entirely.	ytterbium is made of seven isotopes.	Natural ytterbium is a mix of seven stable isotopes.	1	QQ_s-t7-287-c-287_s-t7-681-c-681--0	4	simplicity
238	"In a short video promoting the charity Equality Now Joss Whedon confirmed that ""Fray is not done, Fray is coming back."	"In a video promoting the charity Equality Now Joss Whedon confirmed that ""Fray is not done and coming back""."	The RollerCoaster Tycoon computer game series, also known as RCT, simulate amusement park management.	RollerCoaster Tycoon (or often abbreviated RCT) is a series of computer games that simulate amusement park management.	2	QQ_c-311-s-t1-311_s-t1-1443-c-1443--1	5	simplicity
